Left	Right
DOID:1749	mir20a
DOID:1749	mir20b
DOID:1749	mir21
DOID:1749	mir210
DOID:1749	mir211
DOID:1749	mir214
DOID:1749	mir218
DOID:1749	mir222
DOID:1749	mir223
DOID:1749	mir24
DOID:1749	mir27a
DOID:1749	mir27b
DOID:1749	mir296
DOID:1749	mir29c
DOID:1749	mir30a
DOID:1749	mir30d
DOID:1749	mir34a
DOID:1749	mir34b
DOID:1749	mir34c
DOID:1749	mir375
DOID:1749	mir423
DOID:1749	mir497
DOID:1749	mir499a
DOID:1749	mir9
DOID:1749	mir92a
DOID:1749	mir31
DOID:1749	mir184
DOID:1749	mir363
DOID:1749	mir10a
DOID:1749	mir421
DOID:1749	mir137
DOID:1749	mir185
DOID:1749	mir486
DOID:1749	mir542
DOID:1749	mir193a
DOID:1749	mir138
DOID:1749	mir661
DOID:1749	mir519a
DOID:1749	mir489
DOID:1749	mir885
DOID:1749	mir504
DOID:1749	mir874
DOID:1749	mir499b
DOID:176	mir1
DOID:176	mir208a
DOID:176	mir21
DOID:176	mir25
DOID:176	mir29a
DOID:178	let7b
DOID:178	let7e
DOID:178	let7f
DOID:178	mir100
DOID:178	mir103a
DOID:178	mir106b
DOID:178	mir10b
DOID:178	mir1
DOID:178	mir122
DOID:178	mir124
DOID:178	mir125b
DOID:178	mir126
DOID:178	mir127
DOID:178	mir128
DOID:178	mir130a
DOID:178	mir130b
DOID:178	mir132
DOID:178	mir133a
DOID:178	mir133b
DOID:178	mir134
DOID:178	mir141
DOID:178	mir143
DOID:178	mir145
DOID:178	mir146a
DOID:178	mir146b
DOID:178	mir150
DOID:178	mir152
DOID:178	mir155
DOID:178	mir15a
DOID:178	mir15b
DOID:178	mir17
DOID:178	mir181a
DOID:178	mir182
DOID:178	mir186
DOID:178	mir18a
DOID:178	mir192
DOID:178	mir195
DOID:178	mir196a
DOID:178	mir197
DOID:178	mir198
DOID:178	mir19a
DOID:178	mir200a
DOID:178	mir200b
DOID:178	mir204
DOID:178	mir205
DOID:178	mir206
DOID:178	mir208a
DOID:178	mir20a
DOID:178	mir20b
DOID:178	mir21
DOID:178	mir210
DOID:178	mir221
DOID:178	mir222
DOID:178	mir223
DOID:178	mir23a
DOID:178	mir24
DOID:178	mir26a
DOID:178	mir26b
DOID:178	mir27a
DOID:178	mir296
DOID:178	mir29a
DOID:178	mir29b
DOID:178	mir29c
DOID:178	mir302a
DOID:178	mir302b
DOID:178	mir302c
DOID:178	mir30a
DOID:178	mir30b
DOID:178	mir30c
DOID:178	mir30d
DOID:178	mir30e
DOID:178	mir320a
DOID:178	mir325
DOID:178	mir335
DOID:178	mir340
DOID:178	mir342
DOID:178	mir34a
DOID:178	mir34b
DOID:178	mir34c
DOID:178	mir362
DOID:178	mir423
DOID:178	mir424
DOID:178	mir429
DOID:178	mir451a
DOID:178	mir494
DOID:178	mir497
DOID:178	mir499a
DOID:178	mir92a
DOID:178	mir98
DOID:178	mir99b
DOID:178	mir31
DOID:178	mir370
DOID:178	mir302d
DOID:178	mir10a
DOID:178	mir149
DOID:178	mir491
DOID:178	mir208b
DOID:178	mir518c
DOID:178	mir637
DOID:178	mir411
DOID:178	mir376b
DOID:178	mir328
DOID:178	mir298
DOID:178	mir302e
DOID:178	mir302f
DOID:178	mir483
DOID:178	mir574
DOID:178	mir503
DOID:178	mir422a
DOID:178	mir384
DOID:178	mir624
DOID:178	mir103b
DOID:1781	let7e
DOID:1781	mir100
DOID:1781	mir10b
DOID:1781	mir1
DOID:1781	mir122
DOID:1781	mir125b
DOID:1781	mir126
DOID:1781	mir127
DOID:1781	mir129
DOID:1781	mir130a
DOID:1781	mir133b
DOID:1781	mir141
DOID:1781	mir144
DOID:1781	mir146a
DOID:1781	mir146b
DOID:1781	mir151a
DOID:1781	mir154
DOID:1781	mir155
DOID:1781	mir181a
DOID:1781	mir183
DOID:1781	mir191
DOID:1781	mir197
DOID:1781	mir199b
DOID:1781	mir200a
DOID:1781	mir200b
DOID:1781	mir200c
DOID:1781	mir21
DOID:1781	mir218
DOID:1781	mir22
DOID:1781	mir221
DOID:1781	mir222
DOID:1781	mir25
DOID:1781	mir302b
DOID:1781	mir30d
DOID:1781	mir323a
DOID:1781	mir34b
DOID:1781	mir375
DOID:1781	mir7
DOID:1781	mir9
DOID:1781	mir92a
DOID:1781	mir31
DOID:1781	mir370
DOID:1781	mir371a
DOID:1781	mir328
DOID:1781	mir138
DOID:1781	mir323b
DOID:1781	mir151b
DOID:1793	let7a
DOID:1793	let7b
DOID:1793	let7c
DOID:1793	let7d
DOID:1793	let7e
DOID:1793	let7f
DOID:1793	let7g
DOID:1793	let7i
DOID:1793	mir100
DOID:1793	mir101
DOID:1793	mir103a
DOID:1793	mir106a
DOID:1793	mir107
DOID:1793	mir10b
DOID:1793	mir122
DOID:1793	mir124
DOID:1793	mir125b
DOID:1793	mir126
DOID:1793	mir128
DOID:1793	mir132
DOID:1793	mir133b
DOID:1793	mir142
DOID:1793	mir143
DOID:1793	mir145
DOID:1793	mir146a
DOID:1793	mir146b
DOID:1793	mir148a
DOID:1793	mir150
DOID:1793	mir155
DOID:1793	mir15a
DOID:1793	mir15b
DOID:1793	mir16
DOID:1793	mir17
DOID:1793	mir181b
DOID:1793	mir182
DOID:1793	mir183
DOID:1793	mir186
DOID:1793	mir18a
DOID:1793	mir191
DOID:1793	mir192
DOID:1793	mir194
DOID:1793	mir196a
DOID:1793	mir197
DOID:1793	mir199a
DOID:1793	mir199b
DOID:1793	mir200a
DOID:1793	mir200b
DOID:1793	mir200c
DOID:1793	mir203
DOID:1793	mir204
DOID:1793	mir20a
DOID:1793	mir21
DOID:1793	mir210
DOID:1793	mir211
DOID:1793	mir212
DOID:1793	mir214
DOID:1793	mir216a
DOID:1793	mir216b
DOID:1793	mir218
DOID:1793	mir221
DOID:1793	mir222
DOID:1793	mir223
DOID:1793	mir224
DOID:1793	mir23a
DOID:1793	mir24
DOID:1793	mir25
DOID:1793	mir26a
DOID:1793	mir27a
DOID:1793	mir296
DOID:1793	mir29b
DOID:1793	mir30c
DOID:1793	mir32
DOID:1793	mir34a
DOID:1793	mir34b
DOID:1793	mir34c
DOID:1793	mir375
DOID:1793	mir429
DOID:1793	mir451a
DOID:1793	mir520h
DOID:1793	mir92a
DOID:1793	mir95
DOID:1793	mir31
DOID:1793	mir99a
DOID:1793	mir96
DOID:1793	mir135b
DOID:1793	mir338
DOID:1793	mir10a
DOID:1793	mir196b
DOID:1793	mir486
DOID:1793	mir190a
DOID:1793	mir217
DOID:1793	mir425
DOID:1793	mir708
DOID:1793	mir625
DOID:1793	mir630
DOID:1793	mir548d
DOID:1793	mir103b
DOID:1793	mir603
DOID:1793	mir451b
DOID:18	mir107
DOID:18	mir126
DOID:18	mir142
DOID:18	mir146a
DOID:18	mir148b
DOID:18	mir155
DOID:18	mir15b
DOID:18	mir192
DOID:18	mir198
DOID:18	mir199a
DOID:18	mir200a
DOID:18	mir200b
DOID:18	mir204
DOID:18	mir21
DOID:18	mir210
DOID:18	mir211
DOID:18	mir29a
DOID:18	mir29b
DOID:18	mir29c
DOID:18	mir32
DOID:18	mir320a
DOID:18	mir423
DOID:18	mir429
DOID:18	mir500a
DOID:18	mir663a
DOID:18	mir449b
DOID:18	mir324
DOID:18	mir638
DOID:18	mir371a
DOID:18	mir328
DOID:18	mir320b
DOID:18	mir320c
DOID:18	mir320d
DOID:18	mir1224
DOID:18	mir1207
DOID:184	let7a
DOID:184	let7b
DOID:184	mir106b
DOID:184	mir1
DOID:184	mir125b
DOID:184	mir127
DOID:184	mir133a
DOID:184	mir133b
DOID:184	mir140
DOID:184	mir142
DOID:184	mir143
DOID:184	mir145
DOID:184	mir150
DOID:184	mir15a
DOID:184	mir16
DOID:184	mir17
DOID:184	mir181a
DOID:184	mir181b
DOID:184	mir181c
DOID:184	mir183
DOID:184	mir18a
DOID:184	mir195
DOID:184	mir199a
DOID:184	mir19a
DOID:184	mir19b
DOID:184	mir20a
DOID:184	mir21
DOID:184	mir210
DOID:184	mir221
DOID:184	mir223
DOID:184	mir24
DOID:184	mir29a
DOID:184	mir29b
DOID:184	mir34a
DOID:184	mir34c
DOID:184	mir432
DOID:184	mir92a
DOID:184	mir31
DOID:184	mir93
DOID:184	mir135b
DOID:184	mir431
DOID:184	mir598
DOID:184	mir652
DOID:184	mir557
DOID:184	mir371a
DOID:184	mir411
DOID:184	mir542
DOID:184	mir708
DOID:184	mir490
DOID:1883	let7b
DOID:1883	mir1
DOID:1883	mir122
DOID:1883	mir142
DOID:1883	mir155
DOID:1883	mir16
DOID:1883	mir196a
DOID:1883	mir199a
DOID:1883	mir20a
DOID:1883	mir21
DOID:1883	mir23a
DOID:1883	mir24
DOID:1883	mir27a
DOID:1883	mir296
DOID:1883	mir29a
DOID:1883	mir29b
DOID:1883	mir29c
DOID:1883	mir30a
DOID:1883	mir30b
DOID:1883	mir30c
DOID:1883	mir30d
DOID:1883	mir34a
DOID:1883	mir431
DOID:1883	mir149
DOID:1883	mir196b
DOID:1883	mir449a
DOID:1883	mir491
DOID:1883	mir448
DOID:1883	mir638
DOID:1883	mir1181
DOID:1909	let7a
DOID:1909	let7b
DOID:1909	let7c
DOID:1909	let7d
DOID:1909	let7e
DOID:1909	let7f
DOID:1909	let7g
DOID:1909	let7i
DOID:1909	mir103a
DOID:1909	mir106a
DOID:1909	mir106b
DOID:1909	mir107
DOID:1909	mir1
DOID:1909	mir122
DOID:1909	mir124
DOID:1909	mir125a
DOID:1909	mir125b
DOID:1909	mir126
DOID:1909	mir133a
DOID:1909	mir141
DOID:1909	mir142
DOID:1909	mir143
DOID:1909	mir145
DOID:1909	mir146a
DOID:1909	mir146b
DOID:1909	mir148a
DOID:1909	mir151a
DOID:1909	mir155
DOID:1909	mir15a
DOID:1909	mir15b
DOID:1909	mir16
DOID:1909	mir17
DOID:1909	mir181a
DOID:1909	mir182
DOID:1909	mir183
DOID:1909	mir186
DOID:1909	mir18a
DOID:1909	mir18b
DOID:1909	mir191
DOID:1909	mir194
DOID:1909	mir195
DOID:1909	mir196a
DOID:1909	mir199a
DOID:1909	mir19a
DOID:1909	mir19b
DOID:1909	mir200a
DOID:1909	mir200b
DOID:1909	mir200c
DOID:1909	mir203
DOID:1909	mir204
DOID:1909	mir205
DOID:1909	mir20a
DOID:1909	mir20b
DOID:1909	mir21
DOID:1909	mir210
DOID:1909	mir211
DOID:1909	mir214
DOID:1909	mir215
DOID:1909	mir216a
DOID:1909	mir218
DOID:1909	mir219
DOID:1909	mir22
DOID:1909	mir221
DOID:1909	mir222
DOID:1909	mir23b
DOID:1909	mir25
DOID:1909	mir26a
DOID:1909	mir27b
DOID:1909	mir296
DOID:1909	mir29a
DOID:1909	mir29b
DOID:1909	mir302a
DOID:1909	mir302b
DOID:1909	mir302c
DOID:1909	mir30a
DOID:1909	mir30b
DOID:1909	mir30d
DOID:1909	mir30e
DOID:1909	mir320a
DOID:1909	mir330
DOID:1909	mir339
DOID:1909	mir342
DOID:1909	mir34a
DOID:1909	mir34b
DOID:1909	mir34c
DOID:1909	mir362
DOID:1909	mir365a
DOID:1909	mir365b
DOID:1909	mir367
DOID:1909	mir375
DOID:1909	mir378a
DOID:1909	mir429
DOID:1909	mir452
DOID:1909	mir501
DOID:1909	mir507
DOID:1909	mir7
DOID:1909	mir9
DOID:1909	mir31
DOID:1909	mir99a
DOID:1909	mir93
DOID:1909	mir96
DOID:1909	mir153
DOID:1909	mir135b
DOID:1909	mir338
DOID:1909	mir488
DOID:1909	mir302d
DOID:1909	mir383
DOID:1909	mir193b
DOID:1909	mir550a
DOID:1909	mir149
DOID:1909	mir510
DOID:1909	mir514a
DOID:1909	mir137
DOID:1909	mir486
DOID:1909	mir532
DOID:1909	mir217
DOID:1909	mir328
DOID:1909	mir650
DOID:1909	mir193a
DOID:1909	mir138
DOID:1909	mir1249
DOID:1909	mir1280
DOID:1909	mir584
DOID:1909	mir361
DOID:1909	mir422a
DOID:1909	mir509
DOID:1909	mir517a
DOID:1909	mir518e
DOID:1909	mir519b
DOID:1909	mir593
DOID:1909	mir621
DOID:1909	mir625
DOID:1909	mir646
DOID:1909	mir664
DOID:1909	mir767
DOID:1909	mir506
DOID:1909	mir508
DOID:1909	mir513a
DOID:1909	mir513b
DOID:1909	mir513c
DOID:1909	mir933
DOID:193	let7a
DOID:193	let7b
DOID:193	let7c
DOID:193	let7d
DOID:193	let7e
DOID:193	let7f
DOID:193	let7g
DOID:193	let7i
DOID:193	mir100
DOID:193	mir101
DOID:193	mir103a
DOID:193	mir106a
DOID:193	mir106b
DOID:193	mir107
DOID:193	mir10b
DOID:193	mir1
DOID:193	mir122
DOID:193	mir124
DOID:193	mir125a
DOID:193	mir125b
DOID:193	mir126
DOID:193	mir127
DOID:193	mir128
DOID:193	mir130a
DOID:193	mir130b
DOID:193	mir132
DOID:193	mir133a
DOID:193	mir133b
DOID:193	mir140
DOID:193	mir141
DOID:193	mir143
DOID:193	mir145
DOID:193	mir146a
DOID:193	mir146b
DOID:193	mir148a
DOID:193	mir148b
DOID:193	mir151a
DOID:193	mir152
DOID:193	mir154
DOID:193	mir155
DOID:193	mir15a
DOID:193	mir15b
DOID:193	mir16
DOID:193	mir17
DOID:193	mir181a
DOID:193	mir181b
DOID:193	mir181d
DOID:193	mir182
DOID:193	mir183
DOID:193	mir187
DOID:193	mir18a
DOID:193	mir191
DOID:193	mir192
DOID:193	mir194
DOID:193	mir195
DOID:193	mir196a
DOID:193	mir198
DOID:193	mir199a
DOID:193	mir199b
DOID:193	mir19a
DOID:193	mir19b
DOID:193	mir200a
DOID:193	mir200b
DOID:193	mir200c
DOID:193	mir203
DOID:193	mir204
DOID:193	mir205
DOID:193	mir206
DOID:193	mir20a
DOID:193	mir20b
DOID:193	mir21
DOID:193	mir214
DOID:193	mir215
DOID:193	mir218
DOID:193	mir219
DOID:193	mir22
DOID:193	mir221
DOID:193	mir222
DOID:193	mir223
DOID:193	mir224
DOID:193	mir23b
DOID:193	mir25
DOID:193	mir26a
DOID:193	mir27a
DOID:193	mir27b
DOID:193	mir28
DOID:193	mir296
DOID:193	mir29a
DOID:193	mir29b
DOID:193	mir300
DOID:193	mir302a
DOID:193	mir302b
DOID:193	mir302c
DOID:193	mir30a
DOID:193	mir30b
DOID:193	mir30c
DOID:193	mir30d
DOID:193	mir30e
DOID:193	mir32
DOID:193	mir320a
DOID:193	mir330
DOID:193	mir331
DOID:193	mir335
DOID:193	mir339
DOID:193	mir34a
DOID:193	mir34b
DOID:193	mir34c
DOID:193	mir367
DOID:193	mir372
DOID:193	mir373
DOID:193	mir375
DOID:193	mir376c
DOID:193	mir378a
DOID:193	mir424
DOID:193	mir429
DOID:193	mir452
DOID:193	mir494
DOID:193	mir497
DOID:193	mir499a
DOID:193	mir512
DOID:193	mir520c
DOID:193	mir7
DOID:193	mir9
DOID:193	mir92a
DOID:193	mir92b
DOID:193	mir98
DOID:193	mir99b
DOID:193	mir31
DOID:193	mir370
DOID:193	mir99a
DOID:193	mir93
DOID:193	mir433
DOID:193	mir96
DOID:193	mir153
DOID:193	mir135b
DOID:193	mir338
DOID:193	mir488
DOID:193	mir302d
DOID:193	mir383
DOID:193	mir193b
DOID:193	mir10a
DOID:193	mir516a
DOID:193	mir196b
DOID:193	mir449a
DOID:193	mir449b
DOID:193	mir185
DOID:193	mir486
DOID:193	mir629
DOID:193	mir642a
DOID:193	mir532
DOID:193	mir371a
DOID:193	mir301a
DOID:193	mir301b
DOID:193	mir409
DOID:193	mir521
DOID:193	mir542
DOID:193	mir193a
DOID:193	mir1296
DOID:193	mir519d
DOID:193	mir138
DOID:193	mir574
DOID:193	mir503
DOID:193	mir345
DOID:193	mir708
DOID:193	mir625
DOID:193	mir616
DOID:193	mir647
DOID:193	mir502
DOID:193	mir1299
DOID:193	mir151b
DOID:193	mir378b
DOID:193	mir378c
DOID:193	mir378d
DOID:193	mir378e
DOID:193	mir378f
DOID:193	mir378g
DOID:193	mir378h
DOID:193	mir378i
DOID:193	mir518a
DOID:193	mir1256
DOID:193	mir642b
DOID:1936	mir100
DOID:1936	mir126
DOID:1936	mir127
DOID:1936	mir133a
DOID:1936	mir133b
DOID:1936	mir143
DOID:1936	mir145
DOID:1936	mir146a
DOID:1936	mir146b
DOID:1936	mir152
DOID:1936	mir155
DOID:1936	mir17
DOID:1936	mir21
DOID:1936	mir210
DOID:1936	mir221
DOID:1936	mir222
DOID:1936	mir296
DOID:1936	mir29b
DOID:1936	mir342
DOID:1936	mir34a
DOID:1936	mir99b
DOID:1936	mir10a
DOID:1936	mir422a
DOID:1967	mir31
DOID:201	let7a
DOID:201	let7b
DOID:201	let7c
DOID:201	let7d
DOID:201	let7e
DOID:201	let7f
DOID:201	let7g
DOID:201	let7i
DOID:201	mir106b
DOID:201	mir1
DOID:201	mir125a
DOID:201	mir125b
DOID:201	mir127
DOID:201	mir133a
DOID:201	mir133b
DOID:201	mir140
DOID:201	mir142
DOID:201	mir143
DOID:201	mir145
DOID:201	mir150
DOID:201	mir155
DOID:201	mir15a
DOID:201	mir16
DOID:201	mir17
DOID:201	mir181a
DOID:201	mir181b
DOID:201	mir181c
DOID:201	mir183
DOID:201	mir18a
DOID:201	mir195
DOID:201	mir199a
DOID:201	mir19a
DOID:201	mir19b
DOID:201	mir20a
DOID:201	mir21
DOID:201	mir210
DOID:201	mir221
DOID:201	mir222
DOID:201	mir223
DOID:201	mir224
DOID:201	mir24
DOID:201	mir29a
DOID:201	mir29b
DOID:201	mir34a
DOID:201	mir34c
DOID:201	mir373
DOID:201	mir432
DOID:201	mir520c
DOID:201	mir92a
DOID:201	mir98
DOID:201	mir99b
DOID:201	mir31
DOID:201	mir93
DOID:201	mir135b
DOID:201	mir431
DOID:201	mir598
DOID:201	mir652
DOID:201	mir498
DOID:201	mir557
DOID:201	mir608
DOID:201	mir371a
DOID:201	mir411
DOID:201	mir542
DOID:201	mir320d
DOID:201	mir708
DOID:201	mir490
DOID:201	mir1293
DOID:2021	mir141
DOID:2021	mir145
DOID:2021	mir199b
DOID:2021	mir34a
DOID:2030	mir128
DOID:2030	mir148a
DOID:2030	mir148b
DOID:2030	mir152
DOID:2030	mir22
DOID:2030	mir488
DOID:2030	mir138
DOID:2030	mir509
DOID:2030	mir485
DOID:2030	mir765
DOID:2043	let7c
DOID:2043	mir101
DOID:2043	mir106a
DOID:2043	mir106b
DOID:2043	mir1
DOID:2043	mir122
DOID:2043	mir125a
DOID:2043	mir132
DOID:2043	mir141
DOID:2043	mir146a
DOID:2043	mir150
DOID:2043	mir15a
DOID:2043	mir181a
DOID:2043	mir181b
DOID:2043	mir18a
DOID:2043	mir18b
DOID:2043	mir196a
DOID:2043	mir197
DOID:2043	mir200a
DOID:2043	mir200b
DOID:2043	mir200c
DOID:2043	mir22
DOID:2043	mir221
DOID:2043	mir23b
DOID:2043	mir25
DOID:2043	mir29a
DOID:2043	mir34b
DOID:2043	mir34c
DOID:2043	mir372
DOID:2043	mir373
DOID:2043	mir501
DOID:2043	mir338
DOID:2043	mir583
DOID:2043	mir602
DOID:2043	mir663
DOID:2174	let7a
DOID:2174	let7b
DOID:2174	let7c
DOID:2174	let7d
DOID:2174	let7e
DOID:2174	let7f
DOID:2174	let7g
DOID:2174	let7i
DOID:2174	mir10b
DOID:2174	mir124
DOID:2174	mir125a
DOID:2174	mir142
DOID:2174	mir17
DOID:2174	mir181b
DOID:2174	mir18a
DOID:2174	mir192
DOID:2174	mir19a
DOID:2174	mir19b
DOID:2174	mir20a
DOID:2174	mir24
DOID:2174	mir29a
DOID:2174	mir29b
DOID:2174	mir29c
DOID:2174	mir30c
DOID:2174	mir34a
DOID:2174	mir34c
DOID:2174	mir497
DOID:2174	mir92a
DOID:2174	mir135b
DOID:2174	mir491
DOID:2174	mir376a
DOID:2174	mir513a
DOID:2174	mir513b
DOID:2174	mir513c
DOID:2237	mir122
DOID:2237	mir126
DOID:2237	mir143
DOID:2237	mir145
DOID:2237	mir15b
DOID:2237	mir182
DOID:2237	mir199a
DOID:2237	mir199b
DOID:2237	mir212
DOID:2237	mir224
DOID:2237	mir28
DOID:2237	mir342
DOID:2237	mir372
DOID:2237	mir376c
DOID:225	mir1
DOID:225	mir133a
DOID:225	mir146a
DOID:225	mir15a
DOID:225	mir29a
DOID:225	mir93
DOID:225	mir510
DOID:229	let7a
DOID:229	let7b
DOID:229	let7c
DOID:229	let7d
DOID:229	let7e
DOID:229	let7f
DOID:229	let7g
DOID:229	let7i
DOID:229	mir100
DOID:229	mir10b
DOID:229	mir1
DOID:229	mir125a
DOID:229	mir125b
DOID:229	mir126
DOID:229	mir135a
DOID:229	mir141
DOID:229	mir142
DOID:229	mir143
DOID:229	mir145
DOID:229	mir150
DOID:229	mir17
DOID:229	mir194
DOID:229	mir199a
DOID:229	mir200a
DOID:229	mir200b
DOID:229	mir200c
DOID:229	mir203
DOID:229	mir20a
DOID:229	mir22
DOID:229	mir223
DOID:229	mir23a
DOID:229	mir23b
DOID:229	mir29c
DOID:229	mir323a
DOID:229	mir34c
DOID:229	mir365a
DOID:229	mir365b
DOID:229	mir375
DOID:229	mir424
DOID:229	mir429
DOID:229	mir520a
DOID:229	mir520b
DOID:229	mir520c
DOID:229	mir520d
DOID:229	mir520e
DOID:229	mir520f
DOID:229	mir520g
DOID:229	mir520h
DOID:229	mir525
DOID:229	mir99b
DOID:229	mir99a
DOID:229	mir135b
DOID:229	mir10a
DOID:229	mir196b
DOID:229	mir449b
DOID:229	mir193a
DOID:229	mir519d
DOID:229	mir574
DOID:229	mir708
DOID:229	mir509
DOID:229	mir517a
DOID:229	mir485
DOID:229	mir202
DOID:229	mir720
DOID:229	mir504
DOID:229	mir873
DOID:2348	mir100
DOID:2348	mir126
DOID:2348	mir127
DOID:2348	mir133a
DOID:2348	mir133b
DOID:2348	mir143
DOID:2348	mir145
DOID:2348	mir146a
DOID:2348	mir146b
DOID:2348	mir152
DOID:2348	mir155
DOID:2348	mir17
DOID:2348	mir21
DOID:2348	mir210
DOID:2348	mir221
DOID:2348	mir222
DOID:2348	mir296
DOID:2348	mir29b
DOID:2348	mir342
DOID:2348	mir34a
DOID:2348	mir99b
DOID:2348	mir10a
DOID:2348	mir422a
DOID:2349	mir100
DOID:2349	mir126
DOID:2349	mir127
DOID:2349	mir133a
DOID:2349	mir133b
DOID:2349	mir143
DOID:2349	mir145
DOID:2349	mir146a
DOID:2349	mir146b
DOID:2349	mir152
DOID:2349	mir155
DOID:2349	mir17
DOID:2349	mir21
DOID:2349	mir210
DOID:2349	mir221
DOID:2349	mir222
DOID:2349	mir296
DOID:2349	mir29b
DOID:2349	mir342
DOID:2349	mir34a
DOID:2349	mir99b
DOID:2349	mir10a
DOID:2349	mir422a
DOID:2377	let7g
DOID:2377	mir122
DOID:2377	mir128
DOID:2377	mir146a
DOID:2377	mir146b
DOID:2377	mir150
DOID:2377	mir155
DOID:2377	mir15a
DOID:2377	mir16
DOID:2377	mir17
DOID:2377	mir21
DOID:2377	mir22
DOID:2377	mir27b
DOID:2377	mir29a
DOID:2377	mir29b
DOID:2377	mir96
DOID:2377	mir338
DOID:2377	mir491
DOID:2377	mir326
DOID:2377	mir599
DOID:2377	mir422a
DOID:2377	mir614
DOID:2377	mir572
DOID:2377	mir648
DOID:2394	let7a
DOID:2394	let7b
DOID:2394	let7c
DOID:2394	let7d
DOID:2394	let7e
DOID:2394	let7f
DOID:2394	let7g
DOID:2394	let7i
DOID:2394	mir100
DOID:2394	mir101
DOID:2394	mir103a
DOID:2394	mir106b
DOID:2394	mir10b
DOID:2394	mir1
DOID:2394	mir125a
DOID:2394	mir125b
DOID:2394	mir126
DOID:2394	mir127
DOID:2394	mir128
DOID:2394	mir130a
DOID:2394	mir133a
DOID:2394	mir133b
DOID:2394	mir140
DOID:2394	mir141
DOID:2394	mir145
DOID:2394	mir146a
DOID:2394	mir146b
DOID:2394	mir148a
DOID:2394	mir148b
DOID:2394	mir151a
DOID:2394	mir152
DOID:2394	mir155
DOID:2394	mir16
DOID:2394	mir17
DOID:2394	mir181d
DOID:2394	mir182
DOID:2394	mir183
DOID:2394	mir187
DOID:2394	mir18a
DOID:2394	mir191
DOID:2394	mir192
DOID:2394	mir194
DOID:2394	mir199a
DOID:2394	mir19a
DOID:2394	mir19b
DOID:2394	mir200a
DOID:2394	mir200b
DOID:2394	mir200c
DOID:2394	mir20a
DOID:2394	mir20b
DOID:2394	mir21
DOID:2394	mir214
DOID:2394	mir215
DOID:2394	mir218
DOID:2394	mir219
DOID:2394	mir22
DOID:2394	mir221
DOID:2394	mir223
DOID:2394	mir224
DOID:2394	mir25
DOID:2394	mir27a
DOID:2394	mir296
DOID:2394	mir29a
DOID:2394	mir29b
DOID:2394	mir300
DOID:2394	mir302a
DOID:2394	mir302b
DOID:2394	mir302c
DOID:2394	mir30a
DOID:2394	mir30b
DOID:2394	mir30c
DOID:2394	mir30d
DOID:2394	mir30e
DOID:2394	mir320a
DOID:2394	mir335
DOID:2394	mir339
DOID:2394	mir34a
DOID:2394	mir34b
DOID:2394	mir34c
DOID:2394	mir367
DOID:2394	mir375
DOID:2394	mir376c
DOID:2394	mir429
DOID:2394	mir499a
DOID:2394	mir9
DOID:2394	mir92a
DOID:2394	mir92b
DOID:2394	mir99b
DOID:2394	mir31
DOID:2394	mir370
DOID:2394	mir99a
DOID:2394	mir93
DOID:2394	mir433
DOID:2394	mir96
DOID:2394	mir153
DOID:2394	mir135b
DOID:2394	mir338
DOID:2394	mir488
DOID:2394	mir302d
DOID:2394	mir383
DOID:2394	mir193b
DOID:2394	mir516a
DOID:2394	mir449a
DOID:2394	mir449b
DOID:2394	mir185
DOID:2394	mir486
DOID:2394	mir629
DOID:2394	mir642a
DOID:2394	mir532
DOID:2394	mir542
DOID:2394	mir138
DOID:2394	mir625
DOID:2394	mir502
DOID:2394	mir1299
DOID:2468	let7g
DOID:2468	mir103a
DOID:2468	mir106b
DOID:2468	mir132
DOID:2468	mir146a
DOID:2468	mir15a
DOID:2468	mir15b
DOID:2468	mir17
DOID:2468	mir181b
DOID:2468	mir195
DOID:2468	mir198
DOID:2468	mir206
DOID:2468	mir20b
DOID:2468	mir212
DOID:2468	mir219
DOID:2468	mir24
DOID:2468	mir26b
DOID:2468	mir29a
DOID:2468	mir29b
DOID:2468	mir29c
DOID:2468	mir30a
DOID:2468	mir30b
DOID:2468	mir30d
DOID:2468	mir30e
DOID:2468	mir34a
DOID:2468	mir7
DOID:2468	mir9
DOID:2468	mir92a
DOID:2468	mir92b
DOID:2468	mir137
DOID:2468	mir346
DOID:2468	mir103b
DOID:2513	mir106b
DOID:2513	mir125a
DOID:2513	mir140
DOID:2513	mir145
DOID:2513	mir17
DOID:2513	mir181c
DOID:2513	mir181d
DOID:2513	mir182
DOID:2513	mir183
DOID:2513	mir18a
DOID:2513	mir18b
DOID:2513	mir19b
DOID:2513	mir29c
DOID:2513	mir378a
DOID:2513	mir93
DOID:2513	mir139
DOID:2513	mir455
DOID:2513	mir638
DOID:2513	mir542
DOID:2513	mir572
DOID:2513	mir2861
DOID:2513	mir3196
DOID:2513	mir378b
DOID:2513	mir378c
DOID:2513	mir378d
DOID:2513	mir378e
DOID:2513	mir378f
DOID:2513	mir378g
DOID:2513	mir378h
DOID:2513	mir378i
DOID:2531	let7a
DOID:2531	let7b
DOID:2531	let7c
DOID:2531	let7d
DOID:2531	let7e
DOID:2531	let7f
DOID:2531	let7g
DOID:2531	let7i
DOID:2531	mir100
DOID:2531	mir101
DOID:2531	mir103a
DOID:2531	mir106a
DOID:2531	mir106b
DOID:2531	mir107
DOID:2531	mir1
DOID:2531	mir122
DOID:2531	mir124
DOID:2531	mir125a
DOID:2531	mir125b
